"True"," - ","0.8444833309381498","1.9180121599999975","2.096"
"True"," - ","0.8483733916204357","1.9259280679999986","2.0949999999999998"
"True"," - ","0.8085436112429456","1.839889499999997","2.0999999999999996"
"True"," - ","0.8296511258767062","1.8879209159999977","2.1"
"True"," - ","0.843812648654469","1.918317599999999","2.098"
"True"," - ","0.8444833309381498","1.9180121599999975","2.096"
"True"," - ","0.7718781716090785","1.7556186849999988","2.0989999999999998"
"True"," - ","0.8310946424016583","1.888504001999998","2.097"
"True"," - ","0.8350392318865115","1.8992770259999976","2.0989999999999998"
"True"," - ","0.8404370440682729","1.9124649199999992","2.1"
"True"," - ","0.8233335426122685","1.8726527119999994","2.099"
"True"," - ","0.8578375545132362","1.9502017199999981","2.098"
"True"," - ","0.8396200549717725","1.9096959999999994","2.099"
"True"," - ","0.8437962040113192","1.9201088899999974","2.1"
"True"," - ","0.8431359871855709","1.9186065269999977","2.1"
